Id,Label,Interlock_Count,AffiliationId,Board_Size
Pennsylvania State System of Higher Education,Pennsylvania State System of Higher Education,7,29957033,20
Pennsylvania State University,Pennsylvania State University,6,130769515,38
Princeton University,Princeton University,1,20089843,66
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,1,165799507,25
Rowan University,Rowan University,1,44265643,18
Seton Hall University,Seton Hall University,1,12524447,54
St Johns University,St Johns University,1,142823887,28
State University System of Florida,State University System of Florida,1,2801649442,15
Temple University,Temple University,6,84392919,37
Tennessee Board of Regents,Tennessee Board of Regents,4,94658018,20
University Of Chicago,University Of Chicago,3,40347166,52
University Of Connecticut,University Of Connecticut,1,140172145,20
University Of Louisville,University Of Louisville,1,142740786,12
University Of Notre Dame,University Of Notre Dame,2,107639228,49
University Of Pittsburgh,University Of Pittsburgh,9,170201317,53
University Of South Alabama,University Of South Alabama,2,83809506,16
University Of St Thomas Minnesota,University Of St Thomas Minnesota,2,161515732,38
University System of New Hampshire,University System of New Hampshire,1,2800453862,22
University of Alabama System,University of Alabama System,2,2800507078,18
University of Massachusetts System,University of Massachusetts System,1,2802841742,25
University of Tennessee System,University of Tennessee System,4,2799495847,26
University of Texas System,University of Texas System,1,16452829,10
Vanderbilt University,Vanderbilt University,1,200719446,24
Washington University,Washington University,1,204465549,61
Widener University,Widener University,1,138659443,25
Yale University,Yale University,1,32971472,19
Yeshiva University,Yeshiva University,1,19772626,38
