Year,Name,Position,Institution,SubInstitution,Education,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
2018,Kanishka Kelshikar,Trustee,Adelphi University,,Adelphi 2009 BS,71965598.0,188429.0,True,,,,Trustee
2018,Laurence Kessler,Trustee,Adelphi University,,Adelphi 1965 BS,71965598.0,188429.0,True,,,,Trustee
2018,Lindsey Kupferman,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,William H. Fuessler,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,Angela M. Jaggar,Trustee,Adelphi University,,"Adelphi 1962 BS, 1965 MS",71965598.0,188429.0,True,,,,Trustee
2018,Noreen Harrington,Trustee,Adelphi University,,Adelphi 1981,71965598.0,188429.0,True,,,,Trustee
2018,Loretta V. Cangialosi,Trustee,Adelphi University,,Adelphi 1980,71965598.0,188429.0,True,,,,Trustee
2018,Frank Angello,Trustee,Adelphi University,,Adelphi 1977 BBA; Pace MBA,71965598.0,188429.0,True,,,,Trustee
2018,Dr. Arun Agrawal,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,Dennis J. McDonagh,Trustee,Adelphi University,,Adelphi 1978 BA,71965598.0,188429.0,True,,,,Trustee
2018,Charles Tolbert,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,Susan H. Murphy,Vice Chair,Adelphi University,,,71965598.0,188429.0,True,,,,Board Vice President
2018,Ivaylo Ninov,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,Thomas F. Motamed,Trustee,Adelphi University,,Adelphi 1971 BA; Widener 1975 JD,71965598.0,188429.0,True,,,,Trustee
2018,Humera Qazi,Trustee,Adelphi University,,Adelphi 1993 BBA,71965598.0,188429.0,True,,,,Trustee
2018,Katherine Quintana Malone,Trustee,Adelphi University,,,71965598.0,188429.0,True,,,,Trustee
2018,Ronald B. Lee,Chair,Adelphi University,,Adelphi 1967 BA,71965598.0,188429.0,True,,,,Board President
